Country,Title,Company,Location,Salary_Min,Salary_Max,Salary_Avg,Salary_Is_Predicted,Category,Description,Created_At,Work_Mode,URL
GB,General Labourer,Ivy Resource Group,"Cheltenham, Gloucestershire",0.0,33280.0,33280.0,0,Trade & Construction Jobs,"General Labourer required for an immediate start in Withington, Gloucestershire. What is required for the position? Tickets: No CSCS card required PPE: Hard hat, high vis, steel toe cap boots Experience: Must have 2 years' experience working as a General Labourer on other construction projects References: Must be able to provide 2 recent work references Job role: Works involved: House Clearance so helping the site team tidying and moving things out the house and general site tidy up Pay: Weekly…",2025-05-20T20:10:31Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043958?utm_medium=api&utm_source=25f3af84
GB,General Labourer,Ivy Resource Group,"Carterton, Oxfordshire",0.0,33280.0,33280.0,0,Trade & Construction Jobs,"General Labourer required for an immediate start in Carterton, Oxfordshire. What is required for the position? Tickets: NO CSCS card needed. PPE: Hard hat, high vis, steel toe cap boots Experience: Must have 2 years' experience working as a General Labourer on other construction projects References: Must be able to provide 2 recent work references Job role: General labouring on a housing site. Pay: Weekly pay on a Friday £16/ph Other information: Working hours: 7.30am - 4.30pm Ivy has lots of w…",2025-05-20T20:10:31Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043961?utm_medium=api&utm_source=25f3af84
GB,Electrician,Ivy Resource Group,"Cheltenham, Gloucestershire",0.0,52000.0,52000.0,0,Trade & Construction Jobs,"Electrician needed for an immediate start in Cheltenham, Gloucestershire. What is required for the position? Tickets: No CSCS Card required. PPE: Hard hat, high vis, steel toe cap boots Experience: Must have 3 years' experience working as an Electrican on other construction projects References: Must be able to provide 2 recent work references Job role: Works involved: 2nd fix work for a electrician on a care home refurbishment Pay: Weekly pay on a Friday £25/hour Other information: Working hour…",2025-05-20T20:10:30Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043953?utm_medium=api&utm_source=25f3af84
GB,Call Centre - Financial Assist Associate (Q325GC),Intrum,"Glasgow, Scotland",0.0,27081.0,27081.0,0,Customer Services Jobs,"Join a team that makes a difference. Daily. Are you our new Financial Assist Associate? We're on the lookout for fantastic Financial Assist Associates who will love speaking with people over the telephone and providing financial solutions to their queries. You don't have to have call centre experience; we know that customer service experience comes from a variety of industries; what you will have, is a friendly personality and excellent communication skills. What you'll do: Day to day you will …",2025-05-20T20:10:29Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043943?utm_medium=api&utm_source=25f3af84
GB,Construction Labourer,Its Building People,"Aylesbury, Buckinghamshire",31200.0,32240.0,32240.0,0,Trade & Construction Jobs,ITS Building People CSCS Labourer Required in Aylesbury with a Driving Licence Job Type: Temporary Start Date: 21st May 2025 Industry: Construction Labourer Location: Aylesbury Duration: Long Term 1-2 years JOB DESCRIPTION: CSCS Labourer in Aylesbury with a Driving Licence required for a highly regarded regional contractor. ITS Building People are looking for an experienced and hardworking labourer to assist our client with a project based in CSCS Labourer Required in Aylesbury with a Driving L…,2025-05-20T20:10:28Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043933?utm_medium=api&utm_source=25f3af84
GB,Real Estate Solicitor (Commercial Property),Hunter Savage,"County Antrim, Northern Ireland",43000.0,44000.0,44000.0,0,Legal Jobs,"REAL ESTATE SOLICITOR (COMMERCIAL PROPERTY) MIN 2 YEARS PQE Our client is hiring for a Commercial Property Solicitor with a minimum of 2 years PQE, to join their growing Real Estate Team. This is a fantastic opportunity to join one of the top property teams in NI. The team are consistently rank in Band 1 in Chambers and Tier 1 in the Legal 500. The firm boasts a significant number of highly ranked lawyers and leading individuals in their respective specialisms. This a unique opportunity to deve…",2025-05-20T20:10:25Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043914?utm_medium=api&utm_source=25f3af84
GB,Dental nurse,Howard Finley,"Altrincham, Greater Manchester",27040.0,29120.0,29120.0,0,Healthcare & Nursing Jobs,"Dental Nurse Job - Join Our Specialist Private Practice! Are you a caring and professional Dental Nurse looking for an exciting new opportunity? We're a fully private practice with a reputation for providing high-quality specialist dental care. With five state-of-the-art surgeries , we offer a welcoming and supportive environment where you can thrive. What We Offer: Flexible working options - Full-time or part-time, tailored to suit your needs Competitive pay - £13-£14 per hour for qualified ca…",2025-05-20T20:10:22Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043907?utm_medium=api&utm_source=25f3af84
GB,Senior Recruitment Administrator,Heidelberg Materials AG,UK,26000.0,28000.0,28000.0,0,HR & Recruitment Jobs,"Are you passionate about talent acquisition and recruitment? We are looking for a Senior Recruitment Administrator to join our dynamic team for a 12-month initial contract. Role Overview: As a key member of the recruitment team, you will support the full recruitment process, collaborating with hiring managers, candidates, and the wider team to ensure a seamless and efficient recruitment journey. Key Responsibilities: Act as the main point of contact for candidate recruitment transactions and qu…",2025-05-20T20:10:19Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043848?utm_medium=api&utm_source=25f3af84
GB,Industrial Refrigeration Engineer,Heels and Brogues Group,"New Moston, Manchester",36500.0,56500.0,56500.0,0,Engineering Jobs,"Industrial Refrigeration Engineer Permanent Role Grade 1 £36,500 to £42,000 Grade 2 £44,000 to £48,500 Grade 3 £51,000 to £56,500 Van, Pension and Continuous Training Monday - Friday Immediate Starts Available Manchester Office My client is a national industrial refrigeration business, this role is for their Leeds branch, and due to continued success within the market, this well-established firm is looking to add an experienced Industrial Refrigeration Engineer to their team to cover the patch …",2025-05-20T20:10:19Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043846?utm_medium=api&utm_source=25f3af84
GB,Territory Sales Manager,Heidelberg Materials AG,"Chelmsford, Essex",40000.0,50000.0,50000.0,0,Sales Jobs,"Purpose of the role The Territory Sales Manager (TSM) should successfully lead a portfolio of customer accounts across a defined geographical region. The TSM is responsible for growing the business by implementing a territory sales strategy that is focused on growing targeted market share (volume), revenue and improving RCO profit. In order to achieve these objectives, the TSM will engage with existing and new customers using multiple channels, including digital ones. The TSM will develop oppor…",2025-05-20T20:10:19Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043847?utm_medium=api&utm_source=25f3af84
GB,Business Development Executive,Sunblink Ltd-GRN,"County Antrim, Northern Ireland",40000.0,50000.0,50000.0,0,Sales Jobs,"Business Development Executive - Freight Forwarding £40,000 - £50,000  Commission  Car Allowance Belfast/Remote Are you an experienced salesperson with a passion for logistics and supply chain solutions? Looking for a role where you can create your own path and grow alongside an ambitious business? We're proud to be representing a fast-growing freight forwarding company specialising in ocean, road, and air freight, alongside a full suite of customs services. Having built a strong reputation acr…",2025-05-20T20:10:16Z,Remote,https://www.adzuna.co.uk/jobs/details/5208043843?utm_medium=api&utm_source=25f3af84
GB,Assistant Management Accountant - TV,Handle Recruitment,"Soho, West London",32000.0,38000.0,38000.0,0,Accounting & Finance Jobs,Handle are recruiting for an Assistant Management Accountant to work for a well-known Production Company in the TV Industry. Offering a full study package (ACCA/CIMA) the successful candidate will report directly in the FD and will assist with all aspects of the management and year end accounts as well as gaining exposure to areas of commercial accounting as the company grows. Working closely with the FD the position will offer hands on experience across a company driving forward in the sector …,2025-05-20T20:10:15Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043842?utm_medium=api&utm_source=25f3af84
GB,Receptionist,Gold Group,"Avonmouth, Bristol",25000.0,26000.0,26000.0,0,Admin Jobs,"Receptionist Location: Avonmouth ERF Site, Bristol Salary: £26,000 GROSS PA include company benefits (given on application) Department: Energy - ERF Reports to: Operations Manager Applicants must have the right to work in the UK. Join a leading UK resource and waste management company, committed to transforming waste into valuable resources. Operating one of the largest energy recovery and recycling infrastructures in the country, the company works with local authorities and businesses to diver…",2025-05-20T20:10:12Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043831?utm_medium=api&utm_source=25f3af84
GB,IT Support Engineer,gloccomslondon,"London, UK",32321.46,32321.46,32321.46,1,IT Jobs,"IT Support Engineer We are currently looking for a highly skilled and motivated IT Support Engineer to become a valuable member of a dynamic team at a London-based Managed Service Provider (MSP). They pride themselves on delivering tailored IT services to a diverse range of businesses. This is a fantastic opportunity to contribute to a fast-paced, client-focused environment.You will work under the direction and guidance of their Head of IT Services to ensure the highest standards of IT support …",2025-05-20T20:10:10Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043826?utm_medium=api&utm_source=25f3af84
GB,Programme Engineering Manager,Gattaca PBS,"Glenrothes, Fife",0.0,148553.0,148553.0,0,Engineering Jobs,"Exciting Opportunity with a Leading Defence and Aerospace Organisation My client is a leading name in the defence and aerospace sector, renowned for innovation, engineering excellence, and a commitment to advancing national security technologies. They offer a collaborative environment where employees are empowered to grow professionally while contributing to impactful, mission-critical programmes. This is an opportunity to join a forward-thinking team that plays a pivotal role in shaping the fu…",2025-05-20T20:10:05Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043808?utm_medium=api&utm_source=25f3af84
GB,Swimming Teacher - Baby and Pre-school,Box Leisure Recruitment Ltd,"North West England, UK",29049.96,29049.96,29049.96,1,Teaching Jobs,Box Leisure Recruitment Job: Swimming Teacher - Baby and Pre-school qualified Hourly rate: £20.00 - £23.00ph South Manchester based June/July start Do you love teaching swimming to babies and toddlers as well as older kids? Baby Swimmers are looking for a fun and reliable swimming teacher for our classes in Scholes and Rawdon in Leeds. Ideally you will have Level 2 or an equivalent Teacher qualification and Baby and Pre School as well as experience taking classes. Candidates that have experienc…,2025-05-20T20:10:02Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043796?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=9DD508EF7B78E9013C44020F84920593275A6174
GB,Assembler/Solderer,Gattaca PBS Bullhorn,"Littlehampton, West Sussex",25396.0,26000.0,26000.0,0,Manufacturing Jobs,"Our client, a distinguished player in the manufacturing sector, is currently seeking an Assembler/Solderer to join their team on an ongoing contract basis. This role involves working from 0700 to 1615 Monday to Thursday, and 0700 to 1200 on Friday, with an immediate start available You will primarily be engaged in the assembly of high voltage power supply units and will play a crucial role in meeting production schedules and maintaining performance standards. Key Responsibilities: Use Operation…",2025-05-20T20:09:58Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043774?utm_medium=api&utm_source=25f3af84
GB,Category Leader,Gattaca PBS,"Preston, Lancashire",56295.12,56295.12,56295.12,1,Consultancy Jobs,"The Role Will lead and support procurement activities, including: category management, sourcing and supplier relationship management in respect of the Consultancy sub-category which delivery contracting solutions to enable the delivery of Consultancy work across all Business Units. Will form part of the Consultacy Category within the Professional Services Category team in Indirect Procurement Services, within BAE Systems UK & International Shared Services - which delivers common and transaction…",2025-05-20T20:09:57Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043765?utm_medium=api&utm_source=25f3af84
GB,Finance Advisor,Gattaca PBS,"Pontypool, Torfaen",0.0,41600.0,41600.0,0,Accounting & Finance Jobs,"The role As a Finance Advisor, you will be responsible for debt collection, dispute management and cash allocation. The accounts receivable team is part of a large Finance function within BAE Systems with many opportunities for progression. Cash Allocation Debtor reviews, preparation of key areas of discussion and escalation, speaking confidently and knowledgably to senior stakeholders in debt reviews, produce and distribute debtor meeting minutes. Working closely with internal colleagues to en…",2025-05-20T20:09:57Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043771?utm_medium=api&utm_source=25f3af84
GB,Fleet Disposal Manager,Gap Group,"Hillhead, Glasgow City Centre",28197.06,28197.06,28197.06,1,Admin Jobs,"Our team is the best in the industry - is it time for you to join us? The Role: As a Fleet Disposal Manager, you will be responsible for managing the disposal of plant, equipment and vehicles across all divisions. You will act as the central point of contact for asset disposal (including auctions), damage & loss, refurbishments and internal asset reporting. You will take full management responsibility for the Asset Disposal and Damage & Loss Teams, determining best routes for asset disposal and…",2025-05-20T20:09:56Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043756?utm_medium=api&utm_source=25f3af84
GB,Building Control Surveyor (2F),G2V Recruitment Group,"London, UK",57002.61,57002.61,57002.61,1,Trade & Construction Jobs,"Building Control Surveyor (Class 2D-2F) London | ⏳ 6-month contract | 16 to 40 hours per week Competitive hourly rate - Upto £75 p/h We're supporting a client in the search for an experienced Registered Building Inspector (Class 2D-2F) to join their team on a contract basis. This role offers flexibility, with both part-time (from 16 hours/week) and full-time (up to 40 hours/week) options available, depending on your availability. You'll be responsible for a mix of site inspections and plan chec…",2025-05-20T20:09:54Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043664?utm_medium=api&utm_source=25f3af84
GB,Junior Project Manager,G2V Recruitment Group,UK,42786.69,42786.69,42786.69,1,Engineering Jobs,"Our small consultancy client are looking for a Junior Project Manager to come in and support their ongoing project developments. You would be exposed to and responsible for the development of Hardware & Embedded Software projects across a range of industries. Ideally, you will have a technical background in embedded development to be able to assist hands on if required. The role is highly remote, meeting on-site once a month as required. Salary £35,000 - £40,00 Interview process - Zoom then F2F…",2025-05-20T20:09:54Z,Remote,https://www.adzuna.co.uk/jobs/details/5208043654?utm_medium=api&utm_source=25f3af84
GB,Kitchen Sales Designer,Foyne Jones Recruitment Group Ltd,"Caterham, Surrey",0.0,30000.0,30000.0,0,Creative & Design Jobs,"Our client is a specialist in creating stunning kitchens and bathrooms for retail and trade clients. Based in Surrey, they offer a one-stop-shop service, handling everything from supply-only projects to full renovations. Due to recent success and expansion, their brand-new showroom features a variety of styles, from modern designs to timeless classics, offering expert guidance to bring customers visions to life. In the role of Kitchen Designer you will Consult with both Trade and Retail clients…",2025-05-20T20:09:51Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043620?utm_medium=api&utm_source=25f3af84
GB,Import Administrator,First Call Contract Services,"Enfield, London",0.0,27000.0,27000.0,0,Logistics & Warehouse Jobs,"Responsibilities: Monitor and track road, air and sea shipments and manage any issues promptly Liaise with suppliers to ensure correct documentations are provided for all shipments Ensure accurate information is communicated to forwarders and clearing agents Ensure all documents comply with international trade regulations and requirements Handle customs queries and ensure correct duty and taxes are paid Provide timely and accurate information and updates on all shipments to the relevant team Pl…",2025-05-20T20:09:51Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043626?utm_medium=api&utm_source=25f3af84
GB,Yard Operative,First Call Contract Services,"Oaklands, St. Albans",0.0,26000.0,26000.0,0,Logistics & Warehouse Jobs,"We have an exciting opportunity to work for a nationally waste management business, considered to be the leader in its field. Pay rates from £12.50 per hour. The role of Yard Operative is based in St. Albans. You don't need any experience; we offer full support for you to succeed in your role! First Call Contract Services are an employer of choice for candidates from many backgrounds, such as delivery driver, warehouse, customer service, support worker, retail associate, cleaner and many more. …",2025-05-20T20:09:50Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043603?utm_medium=api&utm_source=25f3af84
GB,Team Lead (Finance),Bloomberg,"London, UK",52996.15,52996.15,52996.15,1,IT Jobs,"Bloomberg runs on data. Our products are fueled by powerful information. We combine data and context to paint the whole picture for our clients, around the clock - from around the world. In Data, we are responsible for delivering this data, news and analytics through innovative technology - quickly and accurately. We apply problem-solving skills to identify innovative workflow efficiencies, and we implement technology solutions to enhance our systems, products and processes. Our Team: Using inn…",2025-05-20T20:09:50Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043615?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=E69D218C89FCCF205551FEEE73C60ACF0270294A
GB,Team Lead (News),Bloomberg,"London, UK",45059.12,45059.12,45059.12,1,Creative & Design Jobs,"Bloomberg News is looking for a passionate journalist to lead a team that owns the first fifteen minutes of news from the UK and abroad. The team's remit crosses UK earnings and corporate transactions, but it's also trade wars, bankruptcies, natural disasters, Elon Musk, and everything overnight from Sydney to Singapore to New York. From the front lines, alongside your team members, you will make bold split-second decisions on coverage whether it breaks on social media, regulatory wires, websit…",2025-05-20T20:09:49Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043586?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=9688B0DF094BB883896A1FA2333F82B1D4398A15
GB,Digital Product Designer (UI/UX),Experis UK,"London, UK",47874.33,47874.33,47874.33,1,IT Jobs,"Job Title: Digital Product Designer (UI/UX) Contract: 2 months (possibility of extension) Charge Rate: market rate Start date: ASAP Working with web team - corporate website. Responsibilities: Reporting to the Design Manager and working close with the web team as a UX lead. Taking accountability for the design decisions, governance & delivery of high quality, best in class solutions, back by data and insights. Take end to end responsibility for the design process from concept and ideation, thro…",2025-05-20T20:09:46Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208043518?utm_medium=api&utm_source=25f3af84
GB,Field Sales Executive,National Car Parks Limited,"Hulme, Manchester",35000.0,35000.0,35000.0,0,Sales Jobs,"Unlock Your Earning Potential as a Field Sales Executive with NCP! Ready for a rewarding sales career with an industry leader? Join us at NCP as a Regional Sales Executive and elevate your success with a commission structure. About Us: At NCP, we're seeking a talented Regional Sales Executive to be a pivotal part of our commercial team. This is a fantastic opportunity for individuals looking to progress, grow, or kickstart their sales journey. If you're committed to living our values and ready …",2025-05-20T20:09:46Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043514?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=9A9B41EF9D19E42108E3490700919941D0F81CCE
GB,Senior Account Manager,City Plumbing,"New York Industrial Park, Newcastle Upon Tyne",46798.16,46798.16,46798.16,1,Sales Jobs,"BelongWithUs Come and join us as a relationship savvy and adaptable Senior Account Manager and be part of a hugely successful and friendly team. The Role: As a Senior Account Manager you will act as an extension to our customers, providing well thought out solutions and building relationships to build trust. The Senior Account Manager will be assigned a specific geographical area and accounts to grow and deliver solutions to Key Responsibilities Establish relationships with clients to ensure th…",2025-05-20T20:09:46Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043519?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=944226150E4A529B70244D473CBD75FB5201F39E
GB,Head of TechOps - GCP,Spectrum It Recruitment Limited,"Manchester, Greater Manchester",100000.0,100000.0,100000.0,0,IT Jobs,"Head of Technical Operations | GCP DevOps Are you ready to lead the Technical Operations of one of Europe's fastest growing Tech companies? This marketplace challenger business, already established and profitable, is seeking a Head of Technical Operations to lead and scale its DevOps & TechOps function. This is a key leadership role requiring a strategic yet hands-on approach to ensure system performance, scalability, and resilience in a fast-paced environment. This is your opportunity to make …",2025-05-20T20:09:45Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043502?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=A17AC9DA30778D86BF0B09E852A6D9688A2ED380
GB,Account Manager,On Target Recruitment,"Enniskillen, Fermanagh",45000.0,45000.0,45000.0,0,Sales Jobs,"The Company: Account Manager A market leading medical devices company with a history spanning over 60 years. Growing and a pioneering company within the medical arena. Fantastic career opportunity. Benefits of the Account Manager £36k-£40k  £20k  OTE Company vehicle Phone, laptop, healthcare Pension Holiday Family HC cover and a super non-contributory pension. The Role: Account Manager Working towards signing rental agreements with NHS Trusts & Health Boards. Working closely with the loan store…",2025-05-20T20:09:45Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043506?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=8ECDC5BD104C428014F2A88F48D0F30152FD7F99
GB,Quant Researcher,Bloomberg,"London, UK",49087.57,49087.57,49087.57,1,Accounting & Finance Jobs,"Bloomberg's Index Research group is responsible for the research and development of quantitative indices used for benchmarking and investment strategies. As part of a broader quantitative research organization, we also support portfolio and sustainability analytics that serve many of the world's largest and most sophisticated investors. We value collaboration and are dedicated to fostering a vibrant research culture grounded in innovation, rigor, and excellence. The Role: We are seeking a highl…",2025-05-20T20:09:44Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043494?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=78FCD7940E9D4B8C99D960A1D2E761BA56B9B850
GB,Procure-to-Pay Support Representative - Finance & Administration,Bloomberg,"London, UK",33346.47,33346.47,33346.47,1,Accounting & Finance Jobs,"Description The energy of a newsroom, the pace of a trading floor, the buzz of a recent tech breakthrough; we work hard, and we work fast - while keeping up the quality and accuracy we're known for. It's what keeps us inventing and reinventing, all the time. Our culture is wide open, just like our spaces. And through our countless volunteer projects, we also help network with the communities around us, too. You can do amazing work here. Work you couldn't do anywhere else. It's up to you to make…",2025-05-20T20:09:44Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043495?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=3AF905AD60F3F9A90D64D8C62BC30F86E0A3BEBB
GB,Senior Clinical/Forensic Psychologist - Thornford Park,Elysium Healthcare Limited,"Crookham Common, Thatcham",42085.2,42085.2,42085.2,1,Healthcare & Nursing Jobs,"Thornford Park Hospital, part of Elysium Healthcare, is an independent 143 bedded hospital set in 23 acres of parkland on the outskirts of Newbury, Berkshire (close to the Hampshire borders). We provide services for male and female patients detained under the Mental Health Act (1983) who require care in conditions of medium and low security. Our service users, many of whom have forensic histories, require long-term treatment and rehabilitation and present with multiple problems, challenging and…",2025-05-20T20:09:39Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043448?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=F6923133E2E944C706BA7F941BB849C060CAB2F9
GB,Personal Assistant - AXA Investment Managers,AXA Investment Managers,"London, UK",35045.46,35045.46,35045.46,1,Admin Jobs,"Personal Assistant 22 Bishopsgate, London- Hybrid Permanent At AXA IM our purpose, to act for human progress by investing for what matters, is central to every action we take as a business. As a responsible asset manager, we actively invest for the long-term to help our clients, our people and the world to prosper. As a future Personal Assistant, you will report to our UK COO Alts, and you will be part of AXA IM Alts - Real Assets. DISCOVER your opportunity Provide administrative support to the…",2025-05-20T20:09:38Z,Hybrid,https://www.adzuna.co.uk/jobs/land/ad/5208043435?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=7839DE882B871E18659BC731D96CD51F90F8F4F9
GB,Senior Electrical Engineer,Gerrell & Hard,"Nuneaton, Warwickshire",73585.8,73585.8,73585.8,1,Engineering Jobs,"Are you passionate about advancing electromobility and electric vehicle technologies? We are looking for a highly skilled Electrical Senior Engineer to join the Electromobility and Power team . In this role, you will work on cutting-edge projects, contributing to the design, development, and integration of energy-efficient electric and hybrid vehicles. This is an exciting opportunity to work with both civilian and defense sectors, collaborating on the development of innovative electrical system…",2025-05-20T20:09:37Z,Hybrid,https://www.adzuna.co.uk/jobs/land/ad/5208043430?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=F9C72E9DC4DB484C4E06451599D105BCD6466B81
GB,Carpenter,Build Recruitment,"Elstow, Bedford",41600.0,41600.0,41600.0,0,Trade & Construction Jobs,"Carpenter Bedford Temp to Perm Build Recruitment provides specialist recruitment services, supplying quality candidates on a temporary or permanent basis to leading organisations throughout the built environment - from executive to operative level. With offices in London, Manchester and the Southwest, we specialise in Housing, Construction, Facilities Management, Property, Surveying, Health & Safety and Sales. We supply candidates from executive to operative level, and are currently working wit…",2025-05-20T20:09:22Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043295?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=433E8D43063DB0019EE495DC50CAC11152460261
GB,Mechanical Engineer,E3 Recruitment,"Runcorn, Cheshire",70000.0,70000.0,70000.0,0,Engineering Jobs,"Mechanical Engineer to join a leading upper-tier COMAH Chemical Manufacturer based on one of their sites in the Cheshire area, on a permanent basis, for a salary of between £60,000 - £70,000 per annum (experience dependant). This competitive salary is supported by fantastic benefits package that is inclusive of a double figure employer pension contribution, free on-site parking, company part-subsidised private healthcare, excellent holiday allowance and more. Within this Mechanical Engineer rol…",2025-05-20T20:09:21Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043277?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=9EB54EE8789D0F350477522159E50338F11F2A02
GB,Lead Mechanical Engineer,Kingston Barnes,"Bath, Bath & N E Somerset",50000.0,50000.0,50000.0,0,Engineering Jobs,"Lead Mechanical Engineer| Bath | £50,000  Excellent Benefits Location: Bath (on-site) Hours: MonThurs 8am4pm, Fri 8am3pm On-call: 1 in 6 rotation after 36 months (with call-out premium) Were working with a well-established, high-security manufacturing site in the Bath area, currently looking for a Lead Mechanical Engineer to join their growing engineering team. If you're an experienced mechanical professional from a process or manufacturing background, this is an exciting opportunity to step in…",2025-05-20T20:09:21Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043289?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=BA6C015F46F93BAAF8521B65632AE2469A826D14
GB,Mechanical Maintenance Engineer,TechNichols Resourcing Ltd,UK,45000.0,45000.0,45000.0,0,Engineering Jobs,"Role: Mechanical Fitter / Mechanical Maintenance Engineer Salary: £46,000 to £48,000 per annum  overtime paid at x1.5 & x2.0 AND benefits Hours: 4-on-4-off 2 Days followed by 2 Nights Location: Commutable from Howden, Hull, Selby, Goole, Doncaster, Brough, York, Market Weighton and surrounding areas This superb heavy plant manufacturing company offer challenging and rewarding careers to their Maintenance Fitters & Engineers, with scope for further training and qualifications, together with deve…",2025-05-20T20:09:19Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043261?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=D3A0C8CBBBDE0FB1885776A0CEC093564636954A
GB,Senior Controls Engineer,Axion Recruitment Limited,"Bilton-In-Ainsty, York",65000.0,65000.0,65000.0,0,Engineering Jobs,"Senior Controls Engineer PLC Programming from scratch System Integrator Hybrid - Yorkshire, UK, with travel across the UK to various projects £55.000 - £65.000  Car We are working with an established System Integrator company based in Yorkshire, UK. They are recruiting for a Senior Controls Engineer to join their team. In return for a salary in the region £55.000 - £65.000 along with excellent employment benefits. We are seeking an experienced and highly skilled Senior ICA (Instrumentation, Con…",2025-05-20T20:09:19Z,Hybrid,https://www.adzuna.co.uk/jobs/land/ad/5208043259?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=F2E74392BBAC2C3BA5E145E8F0DB189556DDBDA4
GB,Vehicle Paint Prep Technician,Manpower,"Tyseley, Birmingham",0.0,39998.0,39998.0,0,Trade & Construction Jobs,"Manpower currently have a great opportunity for an experienced Vehicle Paint Sprayer from either bodyshop or Accident repair background, to join an accident repair centre, who are very well recognised in the industry. The Job: Vehicle Paint Sprayer / Vehicle Painter Painting damaged vehicles that have been repaired to a high standard Be conversant in the up-to-date water-based paints systems Prepare vehicles to be painted by hand or machine Mix and match paint by eye or by using computer techno…",2025-05-20T20:09:19Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043260?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=7EB02F59AF1CFEDCF5D60E82D9413698CB0D1B1C
GB,Electrical Engineer - Double Days,Pioneer Selection,"Mynyddislwyn, Newport",40000.0,40000.0,40000.0,0,Engineering Jobs,"Electrical Engineer - Industrial Manufacturing Location: Newport, South Wales Salary: £42,500 Shift: Double Days - Monday to Friday Holiday: 25 days  Bank Holidays Join a global manufacturer with a strong local presence and a reputation for innovation, quality, and sustainability . Our Newport-based facility is a high-volume production site with over 400 staff and a focus on safety, efficiency, and continuous improvement. We are currently recruiting a Electrical Engineer to join the site's skil…",2025-05-20T20:09:16Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208043238?se=Yo14V6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=B4F3C7E9E94DC5B7D67A6CC9FA2318763632FA52
