Date,Title,Company,Location,Salary_Min,Salary_Max,Salary_Avg,Salary_Is_Predicted,Category,Description,Word_Mode,URL
2025-05-16T17:57:14Z,Lead Analytics Engineer,Capital on Tap,"London, UK",70599.86,70599.86,70599.86,1,IT Jobs,"We’re Capital on Tap   Capital on Tap was founded with the mission to help small business owners and make their lives easier. Today, we provide an all-in-one business credit card & spend management platform that helps business owners save time and money. Capital on Tap proudly serves over 200,000 businesses across the world and our goal is to help 1 million small businesses by 2030. Why Join Us? We empower you to be innovative and solve complex problems. Take ownership, make an impact, and thri…",Onsite,https://www.adzuna.co.uk/jobs/details/5201968085?utm_medium=api&utm_source=25f3af84
2025-05-16T17:56:55Z,Analytics Engineer,Deel,UK,32228.29,32228.29,32228.29,1,Engineering Jobs,"Who we are is what we do. Deel is the all-in-one payroll and HR platform for global teams. Our vision is to unlock global opportunity for every person, team, and business. Built for the way the world works today, Deel combines HRIS, payroll, compliance, benefits, performance, and equipment management into one seamless platform. With AI-powered tools and a fully owned payroll infrastructure, Deel supports every worker type in 100 countries—helping businesses scale smarter, faster, and more compl…",Onsite,https://www.adzuna.co.uk/jobs/details/5201967704?utm_medium=api&utm_source=25f3af84
2025-05-16T17:50:54Z,Safeguarding Administration and Data Analyst,Safeguarding,"Wellington College, Crowthorne",28613.36,28613.36,28613.36,1,Teaching Jobs,"Wellington College is one of the world’s leading co-educational boarding and day schools located in rural Berkshire set in a stunning 400 acre campus, home to a blend of breathtaking original architecture and modern state-of-the-art facilities to provide the best possible education environment for our pupils. We have an exciting opportunity within our Safeguarding department who are looking for an enthusiastic and dedicated Safeguarding Administrator and Data Analyst . About the role: You will …",Onsite,https://www.adzuna.co.uk/jobs/details/5201965388?utm_medium=api&utm_source=25f3af84
2025-05-16T17:33:23Z,Data Analyst,School of Business - Continuing Education at Conestoga College,"Cambridge, Cambridgeshire",40488.54,40488.54,40488.54,1,Scientific & QA Jobs,"Position Summary Reporting to the Director, Research at The Canadian Institute for Safety, Wellness & Performance (CISWP), the Data analyst will analyze complex datasets to support our research initiatives and contribute to the advancement of scientific knowledge in the area of Work and Health. CISWP's mission is to improve the safety, wellness, and performance of the Canadian labour force by generating knowledge, transferring research to practice, and strengthening workforce development – all …",Onsite,https://www.adzuna.co.uk/jobs/details/5201951144?utm_medium=api&utm_source=25f3af84
2025-05-16T17:20:24Z,Supply Chain & Operations Consultant,IMPACT EVOLVE,UK,47925.86,47925.86,47925.86,1,IT Jobs,"Supply Chain & Operations Consultant Location: UK-based | Hybrid Remote (50% on-site travel) About Us IMPACT EVOLVE is a hands-on supply chain and operations consultancy that helps fast-growth, founder-led brands scale with confidence. We partner with some of the UK’s most exciting businesses, including Passenger Clothing, Sneak Energy, Hawkstone Brewery, RIXO, AKT London, and many more. We exist for brands that are growing faster than their backend can handle. Complexity is our sweet spot. We …",Remote,https://www.adzuna.co.uk/jobs/details/5201920144?utm_medium=api&utm_source=25f3af84
2025-05-16T16:57:22Z,Pension Data Analyst,Alexander Lloyd,"London, UK",40000.0,50000.0,50000.0,0,Accounting & Finance Jobs,"Our client are seeking a Pensions Data Analyst to work on complex pension data extraction, analysis, cleansing, and processing. As a Pension Data analyst you will be responsible for delivering scheme events and projects in line with client and contractual requirements, ensuring high-quality service and compliance with industry regulations. Key Responsibilities Collaborate with Scheme Events Leads and Managers to deliver scheme events and projects. Review the work of Pensions Data Technicians, p…",Onsite,https://www.adzuna.co.uk/jobs/details/5201893844?utm_medium=api&utm_source=25f3af84
2025-05-16T16:57:18Z,Pricing Data Analyst,Oscar Technology,"Leicester, Leicestershire",50000.0,60000.0,60000.0,0,IT Jobs,"Role: Pricing Data Analyst Skills: SQL, Data Analysis Salary: £50k - £60k  Excellent Benefits Package Location: Leicester Working Pattern: Hybrid / Flexible Summary One of Oscar's long-term clients are looking for a Pricing Data Analyst with skills in SQL, and a strong commercial awareness to join their well-established Data and Analytics team. Their office is located in the Hinckley area, with easy access to transport links. The role has opened up as the company are exploring the exciting oppo…",Onsite,https://www.adzuna.co.uk/jobs/details/5201893678?utm_medium=api&utm_source=25f3af84
2025-05-16T16:33:33Z,Service Analytics Lead - Citi,Citi,UK,50102.39,50102.39,50102.39,1,Accounting & Finance Jobs,"Are you looking for a career move that will put you at the heart of a global financial institution? Then bring your skills in analysis, problem solving and communication to Citi Belfast. By Joining Citi, you will become part of a global organisation whose mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. Team/Role Overview The Reference Data Services Lead Analyst is a strategic professional who stays abr…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5201876969?se=8sLPHK818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=F28001C90278FECB6A46D9890B3B90657C422ACF
2025-05-16T16:33:33Z,Senior Business Analyst - Citi,Citi,UK,40010.65,40010.65,40010.65,1,IT Jobs,"Organization & Department Overview The ISG, Information Services Group, Data Solutions organization aims to support Citi on its journey to adopt a data driven culture by delivering innovative technology solutions and simplifying access to quality data and business intelligence. The ISG organization works in partnership with data clients across Citi business lines deploying solutions to increase their competitiveness, through restructuring business processes, simplifying information access, and …",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5201876977?se=8sLPHK818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=A8E5337CAA2E3D84D4B9A01D2F33B3F389BE6196
2025-05-16T16:33:32Z,Analytics Lead - Citi,Citi,UK,46210.18,46210.18,46210.18,1,IT Jobs,"Are you looking for a career move that will put you at the heart of a global financial institution? By Joining Citi, you will become part of a global organisation whose mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. Role Overview: The Data and Productivity Lead Analyst is a strategic professional in the Process Design and Re-Engineering team within Human Resources Partnership & Delivery (HRP&D) This P…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5201876920?se=8sLPHK818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=AA94CC6C70238D793F201008DE58CFF679E677CC
2025-05-16T16:33:32Z,Programme Manager - Citi,Citi,UK,46103.92,46103.92,46103.92,1,HR & Recruitment Jobs,"Are you looking for a career move that will put you at the heart of a global financial institution? Then bring your skills to Citi's Early Careers Team. By Joining Citi, you will become part of a global organisation whose mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. Team/Role Overview It is an exciting time to join our Early Career Team which is part of Workforce Intelligence and Talent Acquisition.…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5201876953?se=8sLPHK818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=4BFE84F649F6CA7D146AD6C6441D15FCF4135DA4
2025-05-16T16:33:31Z,VP of Market Data Analytics - Citi,Citi,UK,60896.42,60896.42,60896.42,1,IT Jobs,"The Markets and Client Data Integration Lead Analyst is a Business aligned position in Citi's Enterprise Data Office (EDO) within the Technology & Business Enablement organization. The EDO is responsible for an enterprise-wide effort to transform and strengthen the firm's data, modernize data infrastructure while simplifying the data operating model and executing the strategic priorities for the firm. The EDO defines and enforces data-related policies and standards across Citi and equips the fi…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5201876892?se=8sLPHK818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=D2736F6A83FB0C519F6963E698166BBEA84E1AAA
2025-05-16T16:33:29Z,Senior Java Developer - Citi,Citi,UK,51092.96,51092.96,51092.96,1,IT Jobs,"Citi is a world-leading global bank. We have approximately 200 million customer accounts and a presence in more than 160 countries and jurisdictions worldwide. We provide consumers, corporations, governments, and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management. We enable clients to achieve their strategic financial objectives by providing…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5201876750?se=8sLPHK818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=2536FA12885C29DD51C1D9450B5F2D94777035D8
2025-05-16T16:33:29Z,Contracts Analyst - Citi,Citi,UK,37349.69,37349.69,37349.69,1,Accounting & Finance Jobs,"Are you looking for a career move that will put you at the heart of a global financial institution? Then bring your skills in analysis, vendor management and communication to Citi's Business Expenses Transparency Team. By Joining Citi, you will become part of a global organisation whose mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. Team/Role Overview Citi, the world leading global bank, has approxima…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5201876763?se=8sLPHK818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=C9EF697B12B2E405EF94029346E538887B4C7CFE
2025-05-16T16:11:02Z,Software Engineering Team Lead,Harris Computer,UK,0.0,62.0,62.0,0,IT Jobs,"i2, a Harris Computer company, are seeking a skilled Software Engineering (Server) Team Lead to join one of our development teams and help us enhance our i2 products and services, which are used by more than 2000 law enforcement, national security, military and major commercial organizations in 140 countries across the world. This permanent position will be performed on a remote basis with a requirement to visit the i2 Office in Cambridge, UK as and when there is a business need to do so (circa…",Remote,https://www.adzuna.co.uk/jobs/details/5201841460?utm_medium=api&utm_source=25f3af84
2025-05-16T15:52:17Z,Data Analyst,4M Recruitment Ltd,"Bristol, South West England",42307.0,42307.0,42307.0,0,IT Jobs,"4M Recruitment are currently hiring a Data Analyst on an initial 3 month initial contract based in Bristol but working on a hybrid basis . Data Administrator Bristol £20.34 per hour umbrella Your role will be collate, analyse and report on data surrounding housing and property assets. You will gather data, analyse and report using tools such as MS Excel and PowerPoint. You will have good written skills and advanced skills in MS Excel. You will also ideally have past experience in a data analysi…",Onsite,https://www.adzuna.co.uk/jobs/details/5201824250?utm_medium=api&utm_source=25f3af84
2025-05-16T15:42:31Z,Senior Data Analyst,Coyles,"Enfield, London",48776.0,48776.0,48776.0,0,IT Jobs,"One of my local government clients are currently recruiting an experienced Senior Data Analyst on a temporary basis. This is a 3-month minimum contract with the possibility of the role being extended further to work Monday to Friday 9:00am to 5:00pm. Hybrid working role were, however, you will be required to attend the office 2/3 times a week. Overview: * Lead, manage and motivate the team to deliver high performance * Ensure that corporate/departmental people practices are understood and imple…",Onsite,https://www.adzuna.co.uk/jobs/details/5201817754?utm_medium=api&utm_source=25f3af84
2025-05-16T15:42:27Z,PowerBI Data Analyst,Coyles,"Camden, North West London",128960.0,128960.0,128960.0,0,IT Jobs,"One of my local government clients are currently recruiting an experienced PowerBI Data Analyst on a temporary basis. This is a 3-month minimum contract with the possibility of the role being extended further to work Monday to Friday 9:00am to 5:00pm. Hybrid working role were, however, you will be required to attend the office 2/3 times a week. Overview: * The advertised role will support a variety of services as well as working to deliver against corporate cross-cutting priorities. You will us…",Onsite,https://www.adzuna.co.uk/jobs/details/5201817730?utm_medium=api&utm_source=25f3af84
2025-05-16T15:30:08Z,Data Engineer,Brookson,"Woolston, Warrington",34000.0,38000.0,38000.0,0,IT Jobs,"Following the acquisition of Brookson by People2.0, the responsibilities of the Data and Analytics team have significantly expanded. We are now seeking a skilled Data Engineer to join our dynamic team. As a Data Engineer within the Data and Analytics team, you will play a pivotal role in designing, maintaining, and optimising the data architecture for People2.0 Group. This architecture ensures the seamless flow of data from source systems to the Data Warehouse, providing a robust foundation of …",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5201811056?se=8sLPHK818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=BA506D47CB4504B8893A1C14D8EE0D427F2E2126
2025-05-16T15:29:57Z,Data Analyst,P3M Recruitment,"Hyde Park, Leeds",46307.68,46307.68,46307.68,1,IT Jobs,"Job Title: Data Analyst Location: Remote (Client based in Leeds, some site attendance required) Contract: Inside IR35 Hours/Duration: Full-time, 5 days per week. Overall project expected to be 3 months in duration. The Role of Data Analyst We are actively recruiting a Data Analyst, for one of our valued clients, who are an organisation that assists their customers with achieving zero carbon emission targets. They need a Data Analyst to support them over the next 3 months, as they move to enhanc…",Remote,https://www.adzuna.co.uk/jobs/land/ad/5201810988?se=8sLPHK818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=C192B51ADD6744C3815291DAFCB5E6CA6386708B
2025-05-16T15:29:52Z,Senior Data Engineer,Greencore,"Worksop, Nottinghamshire",52050.32,52050.32,52050.32,1,IT Jobs,"Why Greencore? We're a leading manufacturer of convenience food in the UK and our purpose is to make everyday taste better! We're a vibrant, fast-paced leading food manufacturer. Employing 13,300 colleagues across 16 manufacturing units and 17 distribution depots across the UK. We supply all the UK's food retailers with everything from Sandwiches, soups and sushi to cooking sauces, pickles and ready meals, and in FY24, we generated revenues of £1.8bn. Our vast direct-to-store (DTS) distribution…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5201810940?se=8sLPHK818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=6A4F97D307A233EFAB4D6F58D6A3315105AB6331
2025-05-16T15:20:46Z,Data Engineer,Zorba Consulting,"Blackpool, Lancashire",60000.0,60000.0,60000.0,0,IT Jobs,"Data Engineer required by high growth travel firm in Blackpool. Salary: FTC 9 Months £55k - £60k Pro Rata, plus pension, 25 days holidays, opportunity to purchase more Location: Blackpool, Lancashire Office Based 5 days a week Environment : Innovative, energetic and collaborative culture with regular training and development opportunities. Looking for a skilled and results-driven Data & Analysis Engineer with hands-on experience in Google BigQuery and Power BI to join our data team. This hybrid…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5201803913?se=8sLPHK818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=D284384980B385CCDF2E397D760E28530921BF84
2025-05-16T15:20:45Z,Digital Analyst,The White Company,"London, UK",37804.88,37804.88,37804.88,1,IT Jobs,"Our Story From its inception in 1994, Chrissie Ruckers vision was to build a company that specialised in stylish, white, designer-quality items for the home that were not only exceptional quality, but also outstanding value for money. In addition to this devotion to simplicity, it was imperative the customer was put at the heart of everything and provided with a second-to-none shopping experience - and so The White Company was born. Today, the company that began as a 12-page mail-order brochure…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5201803895?se=8sLPHK818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=F8B84F7A5FB988515DB5E0D7211A2603CB8B6E01
2025-05-16T15:02:26Z,Data Analyst Apprentice,ThermoFisher Scientific,"Hemel Hempstead, Hertfordshire",29830.81,29830.81,29830.81,1,IT Jobs,"Work Schedule Standard (Mon-Fri) Environmental Conditions Office Job Description Job Title: Data Analyst Apprentice Location: Hemel Hempstead UK What makes this opportunity outstanding? At Thermo Fisher Scientific Inc., we provide a highly dynamic and ambitious environment where you can truly make a difference. As a Data Analyst Apprentice, you will have the chance to work with brand-new technology and partner with different departments to promote evidence-based decision-making. As an Apprentic…",Onsite,https://www.adzuna.co.uk/jobs/details/5201788611?utm_medium=api&utm_source=25f3af84
2025-05-16T15:00:38Z,Building Technology Graduate Data Analyst,Workman LLP,"London, UK",30000.0,45000.0,45000.0,0,Graduate Jobs,"ABOUT THE ROLE In this role, you'll be responsible for gathering, analysing, and interpreting data from a variety of sources. You'll develop clear and insightful reports, collaborate with various departments, and contribute to data-driven initiatives that align with our business objectives. Success in this role requires a high level of analytical thinking, problem-solving ability, and technical proficiency in tools such as SQL, Excel, Power BI or Tableau. You should be comfortable managing mult…",Onsite,https://www.adzuna.co.uk/jobs/details/5201787812?utm_medium=api&utm_source=25f3af84
2025-05-16T15:00:38Z,Head of Influencer Marketing,Ffern,"London, UK",48542.43,48542.43,48542.43,1,"PR, Advertising & Marketing Jobs","The Role  As the Head of Influencer Marketing at Ffern, you’ll be responsible for building the influencer strategy at one of the fastest growing startups in the UK. We’ve already built the foundations, with an authentic online community and a roster of engaged creators, but we're now looking for someone with analytical rigour and creative flair to achieve scalable and attributable growth for the channel. You’ll be fully supported by our in-house designers, software developers, copywriters and d…",Onsite,https://www.adzuna.co.uk/jobs/details/5201787846?utm_medium=api&utm_source=25f3af84
2025-05-16T14:56:50Z,Product Data Analyst,Wilmington Plc,"Fenchurch St, Central London",51703.81,51703.81,51703.81,1,IT Jobs,"Job Role: Product Data Analyst Location: London, Hybrid EC3A 3DE Salary: Competitive (DoE) Contract Type: Full Time, Permanent What We Can Offer You: Hybrid Working, Performance-Related Bonus, Life Assurance, Additional Holiday Purchase, Health Cash Plan, Subsidised Gym Memberships, Cycle to Work scheme, Discount Vouchers and Access to Wellbeing Resources! Why do we want you? We are seeking a Product Data Analyst to join our Product & Innovation team at Axco, part of Wilmington Plc. We’re looki…",Onsite,https://www.adzuna.co.uk/jobs/details/5201785614?utm_medium=api&utm_source=25f3af84
2025-05-16T13:04:26Z,Data Engineer,Brookson,"Warrington, Cheshire",34000.0,38000.0,38000.0,0,IT Jobs,"Following the acquisition of Brookson by People2.0, the responsibilities of the Data and Analytics team have significantly expanded. We are now seeking a skilled Data Engineer to join our dynamic team. As a Data Engineer within the Data and Analytics team, you will play a pivotal role in designing, maintaining, and optimising the data architecture for People2.0 Group. This architecture ensures the seamless flow of data from source systems to the Data Warehouse, providing a robust foundation of …",Onsite,https://www.adzuna.co.uk/jobs/details/5201671571?utm_medium=api&utm_source=25f3af84
2025-05-16T12:53:56Z,Software Engineering Team Lead,Commerce Decisions Ltd,"London, UK",103610.43,103610.43,103610.43,1,IT Jobs,"i2, a Harris Computer company, are seeking a skilled Software Engineering (Server) Team Lead to join one of our development teams and help us enhance our i2 products and services, which are used by more than 2000 law enforcement, national security, military and major commercial organizations in 140 countries across the world. This permanent position will be performed on a remote basis with a requirement to visit the i2 Office in Cambridge, UK as and when there is a business need to do so (circa…",Remote,https://www.adzuna.co.uk/jobs/details/5201664191?utm_medium=api&utm_source=25f3af84
2025-05-16T12:52:42Z,Senior Analyst Consultant,Gregory Martin International,"Winchester, Hampshire",40000.0,75000.0,75000.0,0,IT Jobs,"Senior / Principal Analyst / Data Scientist Location - Winchester, Hants, Hybrid role Salary - £40K-£75K plus bonus and benefits Our client islooking for a positive, flexible self-starter to join their team as a Senior Analyst. This is an exciting opportunity to play a leading role in delivering analysis capability as an integral part of a small, agile and growing business. You will have strong data analysis skills, Advanced Excel , including VBA Our client’s team of analysts, consultants and D…",Onsite,https://www.adzuna.co.uk/jobs/details/5201663363?utm_medium=api&utm_source=25f3af84
2025-05-16T12:48:04Z,Data Analyst Apprentice,info@postify.co.uk,"Shieldfield, Newcastle Upon Tyne",27000.0,27000.0,27000.0,0,IT Jobs,"Our client is a young and growing IT transformation company. This is an exciting opportunity for a highly motivated individual to work as part of their rapidly growing and experienced team. This is a rare opportunity to train alongside experienced professionals and gain exposure to a range of technologies across front ended and backend transformation projects. KEY DUTIES To support the Senior Architect in investigating, trouble-shooting and designing data architecture solutions for clients. Aug…",Onsite,https://www.adzuna.co.uk/jobs/details/5201638568?utm_medium=api&utm_source=25f3af84
2025-05-16T12:01:08Z,Principal & Senior Consultant(s) - Technical Business Analyst,Intuita - Vacancies,"Newbury, West Berkshire",60000.0,90000.0,90000.0,0,IT Jobs,"All our office locations considered: Newbury, London (satellite) & Liverpool; OR Croatia (Šibenik)  The Team We’re Intuita – a fast growing consultancy that’s making waves in both the consultancy and technology space! With our ambitious goals for 2025 and beyond, we are looking for talented individuals to complement the team of experts we already have working across our business, becoming a pivotal part of our journey, to not just meet, but continuously exceed our client expectations!  The role…",Onsite,https://www.adzuna.co.uk/jobs/details/5201610237?utm_medium=api&utm_source=25f3af84
2025-05-16T12:01:04Z,Senior Finance Data & Insight Analyst (12 Months FTC),Allwyn UK,"Watford, Hertfordshire",43701.21,43701.21,43701.21,1,IT Jobs,"Join our journey to create a new experience for The National Lottery and help us to power change for the greater good. We are Allwyn UK, part of the Allwyn Entertainment Group – a multi-national lottery operator with a market-leading presence across Europe which includes: Czech Republic, Austria, Greece, Cyprus & Italy. While the main contribution of The National Lottery to society is through the funds to good causes, at Allwyn we put our purpose and values at the heart of everything we do. Joi…",Onsite,https://www.adzuna.co.uk/jobs/details/5201610070?utm_medium=api&utm_source=25f3af84
2025-05-16T09:33:06Z,AI Data Analyst,Rock Bund Capital,"London, UK",56187.95,56187.95,56187.95,1,IT Jobs,"Who We Are Founded in 2019, Rock Bund Capital is a proprietary trading firm deeply committed to shaping the future of the cryptocurrency industry. We have an average daily trading volume exceeding $1 billion and peak daily trading volume reaching $5 billion. We process over 7 million transactions daily, trading more than 1,000 symbols across multiple CEx and DEx. Our CEx activity is primarily focused on top-tier platforms, where we hold the highest VIP status. In DeFi, we provide liquidity to m…",Onsite,https://www.adzuna.co.uk/jobs/details/5201395311?utm_medium=api&utm_source=25f3af84
2025-05-16T09:33:02Z,Data Analyst II,Fanatics,"Leeds, West Yorkshire",32939.06,32939.06,32939.06,1,IT Jobs,"Job Description We are seeking a Data Analyst III to join our growing Data organization and help set up our newly formed Revenue Analytics team. The role reports into the Analytics Manager and will focus on creating insight to drive the growth of the business, partnering closely with senior commercial stakeholders and their teams. Supporting commercial stakeholders with high level Sportsbook & Casino strategy will be a top priority for this analyst, as well as providing ongoing analysis and rec…",Onsite,https://www.adzuna.co.uk/jobs/details/5201394694?utm_medium=api&utm_source=25f3af84
2025-05-16T09:14:14Z,Asset Data & Systems Manager,A2Dominion,UK,48211.64,48211.64,48211.64,1,IT Jobs,"Asset Data and Systems Manager Salary: £55,075 to £57,947 Contract: Permanent Hours: Full Time, 35 hours per week, Monday to Friday Location: Ealing/Hybrid DBS: Basic About Us At A2Dominion, we believe in providing homes that people love to live in. With social housing roots stretching back eight decades and over 38,000 properties under our management across London and Southern England, we’re proud to offer a variety of housing options and commutes to creating vibrant, sustainable communities t…",Onsite,https://www.adzuna.co.uk/jobs/details/5201381571?utm_medium=api&utm_source=25f3af84
2025-05-16T08:57:24Z,Pricing & Master Data Analyst,"Insight Enterprises, Inc.","Uxbridge, London",48603.3,48603.3,48603.3,1,IT Jobs,"Job title: Pricing & Master Data Analyst About us: Insight is a Fortune 500-ranked global provider of hardware, software, cloud, and service solutions, providing clients with the guidance and expertise needed to define, architect, implement and manage technology today, whilst transforming for tomorrow. Operations is the heartbeat of Insight. Our passion is to deliver excellence to our teammates, partners and clients with exceptional results, every time. The Operations function is responsible fo…",Onsite,https://www.adzuna.co.uk/jobs/details/5201370595?utm_medium=api&utm_source=25f3af84
2025-05-16T08:43:35Z,Senior Data Engineer,Foundever®,UK,44917.45,44917.45,44917.45,1,IT Jobs,"About Us Foundever™ is a global leader in the customer experience (CX) industry. With 170,000 associates across the globe, we are the team behind the best experiences for 750 of the world’s leading and digital-first brands. Our innovative CX solutions, technology, and expertise are designed to support operational needs for our clients and deliver a seamless experience to customers in the moments that matter. We are looking for a Data Engineer to join our team and support with designing, impleme…",Onsite,https://www.adzuna.co.uk/jobs/details/5201364461?utm_medium=api&utm_source=25f3af84
2025-05-16T08:43:35Z,Analytics Consultant,Foundever®,UK,50404.75,50404.75,50404.75,1,IT Jobs,"‎ Are you a data-driven problem solver with 2 years of hands-on experience working with contact centre data? Passionate about delivering customer insights in a way that makes an impact? We’re seeking an experienced Analytics Consultant to join Foundever’s Data and Analytics team in an exciting new role! Who are we? Put simply, our mission is to be the solutions and the team behind the best experiences for the world’s leading brands. Wherever and whenever needed. With 170,000 people working acro…",Onsite,https://www.adzuna.co.uk/jobs/details/5201364459?utm_medium=api&utm_source=25f3af84
2025-05-16T08:37:31Z,Data Analyst Assessor,Versende Ltd,"Sheffield, South Yorkshire",36123.59,36123.59,36123.59,1,Teaching Jobs,Job Title: Data Analyst Assessor Job ID: 07439 Location: Remote / Home Based Job Type: Permanent Salary: £45-55k Industry: Education Company: A leading End-point Assessment Organisation are looking to bring in a Data Analyst Assessor that will successfully support the readiness for EPA Gateway and conducting the End-point Assessment for apprentices completing the level 3 and level 4 Data Analyst Apprenticeship. The role will be fully remote/home based with flexible working. What the company doe…,Remote,https://www.adzuna.co.uk/jobs/details/5201362547?utm_medium=api&utm_source=25f3af84
2025-05-16T08:37:31Z,Data Analyst Skills Coach/Mentor- Apprenticeships Sector,Pertemps Network Group,"Liverpool, Merseyside",40238.29,40238.29,40238.29,1,Teaching Jobs,"Job Title: Data Analyst Skills Coach- Apprenticeships Salary: £43,000 - £45,000 Location: Remote, with the option to work 1 day per week in Central London or Manchester (Hybrid: 4 days remote, 1 day in-office) Holiday: 25 days  bank holidays Are you an Experienced Data Analyst with a proven track record in coaching and supporting Apprenticeship learners? Join a nationally recognised, award-winning training provider with over 20 years of expertise in apprenticeships and training. Partnered with …",Remote,https://www.adzuna.co.uk/jobs/details/5201362563?utm_medium=api&utm_source=25f3af84
2025-05-16T08:29:30Z,Maintenance Data Administrator,Searchability  Ltd,"Carterton, Oxfordshire",0.0,45760.0,45760.0,0,Admin Jobs,"Flight Data Analyst - RAF Brize Norton £170 per day via Umbrella Full-time, on-site at RAF Brize Norton SC Clearance sponsorship provided ✈ Support the A400M maintenance programme and ensure critical data accuracy in a 24/7 environment ABOUT THE CLIENT: Our client plays a key role in supporting military aviation operations and maintaining airworthiness standards across complex aircraft fleets. Based at RAF Brize Norton, they are responsible for ensuring data accuracy and regulatory compliance f…",Onsite,https://www.adzuna.co.uk/jobs/details/5201355873?utm_medium=api&utm_source=25f3af84
2025-05-16T08:21:18Z,GIS Release Manager,Pertemps,"Reading, Berkshire",62000.0,62000.0,62000.0,0,IT Jobs,"Thames Water is a dynamic and innovative water company dedicated to harnessing data-driven insights to propel our business forward with the purpose to deliver life's essential service so our customers, communities, and the environment. We are seeking several talented and experienced GIS individuals as we build out our inhouse capability in this space. We are looking for product-focused, results-oriented people who thrive in a collaborative, team-focused culture. You will work closely with produ…",Onsite,https://www.adzuna.co.uk/jobs/details/5201326493?utm_medium=api&utm_source=25f3af84
2025-05-16T08:08:02Z,Product Manager - Customer Data,Sainsbury's,UK,45787.99,45787.99,45787.99,1,IT Jobs,"Product Manager - Customer Data An exciting Product Manager opportunity to work closely with a variety of teams to advance several core strategic initiatives by building data products that improve our customer understanding, enhance our customer experience, increase the effectiveness of our Marketing campaigns and enable data monetisation. Sainsbury's is embarking on an exciting journey of technological investment and innovation. With significant funding, we are enhancing our capabilities to le…",Onsite,https://www.adzuna.co.uk/jobs/details/5201286112?utm_medium=api&utm_source=25f3af84
2025-05-16T06:59:43Z,IT Data Analyst Apprentice,Harrier Group,"Kingsteignton, Newton Abbot",21515.63,21515.63,21515.63,1,IT Jobs,"IT Data Analyst Apprentice Location: Newton Abbot, onsite Working Hours: Monday - Friday, 40hours 8:00-16:00pm Apprenticeship course: IT Data Technician Level 3 Analyst at Exeter College Duration : 24months We are looking for a IT Data Analyst Apprentice to join our team! This role sits with the Information Technology team and the main purpose of the role will be to work collaboratively within the existing team to perform data analysis, business reporting using SQL and Power BI, and Microsoft P…",Onsite,https://www.adzuna.co.uk/jobs/details/5201180184?utm_medium=api&utm_source=25f3af84
2025-05-16T05:05:44Z,Junior Data Analyst,BRITISH BOARD OF FILM CLASSIFICATION,"Soho, West London",0.0,45000.0,45000.0,0,IT Jobs,"Junior Data Analyst Reports to: AI & SaaS Implementation Manager Function: We are committed to using AI to evolve and leverage over 110 years of experience in media compliance and regulation. We are on a mission to harness this extensive knowledge to create scalable solutions that align with our core mission of supporting audiences to make safe and informed viewing choices. As a Data Analyst in our organisation, you'll play a crucial, technical and hands-on implementing role in shaping this inn…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5201086175?se=9iB0IK818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=7A3A0D5B5D9CB9279594AE7582BA2E666A40970A
