Country	Title	Company	Location	Salary_Min	Salary_Max	Salary_period	Salary_Avg	Salary_Is_Predicted	Category	Description	Created_At	Work_Mode	URL
GB	Data Operations Analyst - Alternatives	Addepar	"Edinburgh, Scotland"	51432.54	51432.54		51432.54	1	Accounting & Finance Jobs	"Who We Are Addepar is a global technology and data company that helps investment professionals provide the most informed, precise guidance for their clients. Hundreds of thousands of users have entrusted Addepar to empower smarter investment decisions and better advice over the last decade. With client presence in more than 50 countries, Addeparï¿½ï¿½ï¿½s platform aggregates portfolio, market and client data for over $7 trillion in assets. Addeparï¿½ï¿½ï¿½s open platform integrates with more than 100 "	2025-05-17T18:02:06Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203736388?utm_medium=api&utm_source=25f3af84
GB	Asset Data Analyst	SouthernWaterServices	"Durrington, Salisbury"	43952.66	43952.66		43952.66	1	IT Jobs	"Closing Date 2025-07-10 Job Title : Asset Data Analyst Location : Durrington (Worthing), with occasional travel to operational sites. Contract Type : Permanent - Hybrid ï¿½ï¿½ï¿½ 1-3 days a week in the office Hours : 37 hours a week Salary : Up to ï¿½ï¿½40 000 DOE There has never been a better time to join our organisation as we build towards a greener future, tackling climate change, minimising our environmental impact and reducing our carbon footprint! During a time of huge transformation at Southe"	2025-05-17T18:01:12Z	Hybrid	https://www.adzuna.co.uk/jobs/details/5203736131?utm_medium=api&utm_source=25f3af84
GB	French Revenue Management Analyst	Avis Budget Group	UK	32591.74	32591.74		32591.74	1	Consultancy Jobs	"Job Title: Revenue Management Analyst French Speaking Job Type: Permanent Employment Location: Bracknell Head Office Based (Hybrid Working 4 days in office, 1 from home) Salary: ï¿½ï¿½32,000 plus benefits and holiday Are you a graduate with a business, science or economics degree? Do you have excellent analytical skills? Are you looking for a great opportunity to progress your career in a fast-paced, commercial environment where you will be recognized for your valued contribution to company perform"	2025-05-17T18:00:58Z	Hybrid	https://www.adzuna.co.uk/jobs/details/5203736055?utm_medium=api&utm_source=25f3af84
GB	Data Analyst Apprentice	Thermo Fisher Scientific	UK	33591.19	33591.19		33591.19	1	IT Jobs	"Work Schedule Standard (Mon-Fri) Environmental Conditions Office Job Description Job Title: Data Analyst Apprentice Location: Hemel Hempstead UK What makes this opportunity outstanding? At Thermo Fisher Scientific Inc., we provide a highly dynamic and ambitious environment where you can truly make a difference. As a Data Analyst Apprentice, you will have the chance to work with brand-new technology and partner with different departments to promote evidence-based decision-making. As an Apprenticï¿½"	2025-05-17T17:59:55Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203735737?utm_medium=api&utm_source=25f3af84
GB	Lead Machine Learning Engineer (Computer Vision)	Motorway	"London, UK"	75345.48	75345.48		75345.48	1	IT Jobs	"About Motorway Motorway is the UKï¿½ï¿½ï¿½s fastest-growing used car marketplace ï¿½ï¿½ï¿½ our award winning, online-only platform connects private car sellers with over 7,500 verified dealers nationwide, who compete to offer the best price. Founded in 2017, our technology makes the process refreshingly easy, earning us an 'Excellent' Trustpilot rating with over 70,000 reviews. We're not just building a platform; we're changing how people sell cars. Backed by leading investors like Index Ventures and "	2025-05-17T17:59:46Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203735679?utm_medium=api&utm_source=25f3af84
GB	Data Analyst	Autotrader	UK	35000	60000		60000	0	IT Jobs	"About Autotrader Youï¿½ï¿½ï¿½ve probably heard of Autotrader, but do you know what weï¿½ï¿½ï¿½re all about? At Autotrader, our leadership team has a clear vision of building a data and technology platform that underpins the automotive industry. Weï¿½ï¿½ï¿½re the UKï¿½ï¿½ï¿½s leading automotive marketplace, a heritage brand, and a tech darling of the stock market. We bring together vehicle buyers and sellers to give them real choices. Cars may be what we're best known for but weï¿½ï¿½ï¿½re also the place for"	2025-05-17T17:59:15Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203735524?utm_medium=api&utm_source=25f3af84
GB	Product Analyst	National Westminster Bank	"Edinburgh, Scotland"	36028.15	36028.15		36028.15	1	IT Jobs	"Join us as a Product Analyst Take on a new challenge and help us design, develop and launch new products Youï¿½ï¿½ï¿½ll be joining the Mettle Product team to support the delivery of product improvements to small business customers and colleagues Weï¿½ï¿½ï¿½ll look to you to support the team to prioritise the most impactful changes for customer and gather requirements for new feature delivery What you'll do In this role, youï¿½ï¿½ï¿½ll work with Product Owners and their cross-functional squads to support"	2025-05-17T17:58:20Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203735111?utm_medium=api&utm_source=25f3af84
GB	Data Analyst	Hiscox	"London, UK"	45352.45	45352.45		45352.45	1	IT Jobs	"Job Type: Fixed Term Build a brilliant future with Hiscox This is a 12 month fixed term contract role. This position offers an exciting opportunity to work within a mature and high performing change and technology team on market leading initiatives; designing and building capabilities for the London Market business unit and leveraging emerging technology to directly shape our future operating model. Our goal is to digitise, enhance and augment our key processes enabling more data informed and tï¿½"	2025-05-17T17:58:13Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203734992?utm_medium=api&utm_source=25f3af84
GB	"Manager, Product Design"	Choreograph	"London, UK"	39945.42	39945.42		39945.42	1	Creative & Design Jobs	"Description Position at Choreograph Title: Product Designer Location: London Reporting to: Director , Pro duct Design WHO WE ARE Choreograph is WPPï¿½ï¿½ï¿½s global data products and technology company. Weï¿½ï¿½ï¿½re on a mission to transform marketing by building the fastest, most connected data platform that bridges marketing strategy to scaled activation. We work with agencies and clients to transform the value of data by bringing together technology, data, and analytics capabilities . We deliver t"	2025-05-17T17:58:07Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203734906?utm_medium=api&utm_source=25f3af84
GB	"Senior Editor, Fashion Buying (Fixed-Term)"	WGSN	"London, UK"	41029.42	41029.42		41029.42	1	"PR, Advertising & Marketing Jobs"	"The role We are looking to hire a Senior Trend Strategist to join our established team of data scientists, analysts and trend experts in London. This is a fixed-term contract until March 2026 to cover the maternity leave of a current employee. Working at WGSN Together, we create tomorrow A career with WGSN is fast-paced, exciting and full of opportunities to grow and develop. We're a team of consumer and design trend forecasters, content creators, designers, data analysts, advisory consultants ï¿½"	2025-05-17T17:56:49Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203732120?utm_medium=api&utm_source=25f3af84
GB	Asset Data & Information Specialist	A2 Dominion Group	UK	45859	55000		55000	0	IT Jobs	"Asset Data and Information Specialist Salary: ï¿½ï¿½45,859 to ï¿½ï¿½55,000 Contract: Permanent Hours: Full Time, 35 hours per week, Monday to Friday Location: Ealing/Hybrid DBS: Basic About Us At A2Dominion, we believe in providing homes that people love to live in. With social housing roots stretching back eight decades and over 38,000 properties under our management across London and Southern England, weï¿½ï¿½ï¿½re proud to offer a variety of housing options and commutes to creating vibrant, sustain"	2025-05-17T17:56:40Z	Hybrid	https://www.adzuna.co.uk/jobs/details/5203732079?utm_medium=api&utm_source=25f3af84
GB	Business Analyst (Data Services & Reporting)	Radius	"Crewe, Cheshire"	39096.33	39096.33		39096.33	1	IT Jobs	"Company Description At Radius , we provide best in class fleet and connectivity solutions to businesses of all sizes. Our mission is to help businesses adapt to the future by building solutions for a more sustainable, connected future. Our comprehensive portfolio of solutions includes fuel cards, telematics, telecoms, insurance, vehicle leasing, EV charging, business energy, and expense management. We are proud to have over 400,000 customers worldwide, over 50 offices across 5 continents, and oï¿½"	2025-05-17T17:35:21Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203722188?utm_medium=api&utm_source=25f3af84
GB	Degree Apprenticeship - Digital and Technology Solutions Professional (Data Analyst)	Cummins West Africa Limited	"Darlington, County Durham"	33151.4	33151.4		33151.4	1	IT Jobs	"Description We are looking for an enthusiastic Digital and Technology Solutions Professional to join our team specializing in Data Analysis for our Powertrain Engineering Europe in Darlington, United Kingdom. During your apprenticeship with us, you will learn how a major global organization operates, gaining the tools and exposure you will need to become an expert in the industry and power your potential! Summary Of The Course The Digital and Technology Solutions Professional ï¿½ï¿½ï¿½ Data Analyst "	2025-05-17T17:35:21Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203722207?utm_medium=api&utm_source=25f3af84
GB	Web Analyst	Forward Role	"Cheshire, North West England"	50000	50000		50000	0	"PR, Advertising & Marketing Jobs"	"Web Analyst Are you a data-driven Web Analyst looking to join a high-growth Ecommerce brand? Forward Role is excited to be supporting in the search for a passionate Web Analyst. This is an exciting opportunity to play a key role in shaping digital performance for a thriving, product-led retail business with major growth plans across new product categories, digital marketing, and international markets. As a Web Analyst , you will join a newly developed and growing data function. You will the briï¿½"	2025-05-17T17:06:34Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203670488?utm_medium=api&utm_source=25f3af84
GB	Portfolio Analyst	Gerrard White	"Salford, Greater Manchester"	35000	35000		35000	0	IT Jobs	"Portfolio Analyst ï¿½ï¿½ï¿½ Strategic Change Salary - ï¿½ï¿½35k Location: Remote with minimal travel to one of our offices Are you passionate about data, trends, and driving change? Do you have a background in business analysis or data analytics and want to step into a role that shapes strategic decisions across a growing organisation? We're looking for a Portfolio Analyst to join our dynamic Strategic Change team. This is an exciting opportunity for someone with an analytical mindset, a keen eye for"	2025-05-17T17:06:23Z	Remote	https://www.adzuna.co.uk/jobs/details/5203670300?utm_medium=api&utm_source=25f3af84
GB	Bloomberg Economics - Country Risk Data Analyst (12 Months Contract)	Bloomberg	"London, UK"	53769.91	53769.91		53769.91	1	Accounting & Finance Jobs	"With close to 50 economists and 200 economics and government reporters worldwide, Bloomberg has an outstanding capacity to explain where the world is economically and politically, where it might be heading, and the ways in which geopolitical and economic forces interact. Bloomberg Economics already offers a comprehensive macroeconomic research service for Terminal subscribers. That includes detailed forecasts, supported by thorough and original thematic research. We are seeking a data analyst tï¿½"	2025-05-17T16:44:34Z	Onsite	https://www.adzuna.co.uk/jobs/land/ad/5203659888?se=6n4cB7A18BG7RWOSH3cHCQ&utm_medium=api&utm_source=25f3af84&v=78BA9C2E3D1A707056A4ED8C4FF819C10F27379E
GB	Senior Data Analyst	Full Fibre Limited	UK	50000	60000		60000	0	IT Jobs	"Job Description Values are extremely important to our culture and success. As a key member of the team, you will enjoy working in a team that is continually evolving, working at pace, and sometimes thinking outside the box to make things happen. You will be keen to learn and develop in your role; we understand this may be at your own pace and role dependent. You will be open and honest and show that you are reliable. The Senior Data Analyst role sits within our Systems & Development team and yoï¿½"	2025-05-17T16:22:26Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203637950?utm_medium=api&utm_source=25f3af84
GB	Technical & Operational Delivery Manager	Legal 500	"Fleet Street, Central London"	76820.99	76820.99		76820.99	1	IT Jobs	"About Legal 500 Legal 500 was founded by John Pritchard in 1987 as the original clientsï¿½ï¿½ï¿½ guide to law firms, the first of its kind. It is now a data-driven, AI-optimised research platform which benchmarks, informs and connects providers and users of legal services in over 100 countries worldwide. Our research and data are trusted and relied upon by corporate clients globally as an essential part of the process, both of instructing law firms with new mandates, and when reviewing existing mand"	2025-05-17T16:22:24Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203637868?utm_medium=api&utm_source=25f3af84
GB	"Principal, Change Lead"	European Bank for Reconstruction and Development	"London, UK"	77265.95	77265.95		77265.95	1	IT Jobs	"Purpose of Job The Change Lead for Programme Compass will lead the Change Horizontal within the programme's management structure, shaping and delivering programme-level business change activity in line with the plan and agreed deliverables. The Lead will also develop and deliver the change aspects within the programme's Finance vertical, covering the implementation of Concur, Ariba and SAP S4Hana and associated processes, people, data and reporting and analytics requirements within the Target Oï¿½"	2025-05-17T16:14:52Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203615766?utm_medium=api&utm_source=25f3af84
GB	Head of Data Science and Analytics	Bauer Media Group	"Fitzrovia, West London"	49209.81	49209.81		49209.81	1	IT Jobs	"Team Overview The Data and Decision Sciences (DDS) team is at the core of Bauer Media Audio with a mission to leverage data as a strategic enabler across our nine European markets. Our goal is to provide trusted, actionable insights and robust data solutions that empower business growth, enhance audience engagement, and drive operational efficiency. The DDS team operates as a collaborative, cross-functional unit that bridges the gap between data and business strategy, delivering solutions that ï¿½"	2025-05-17T16:14:51Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203615717?utm_medium=api&utm_source=25f3af84
GB	Navy Command Data Analyst	Ministry of Defence	"Portsmouth, Hampshire"	39392.14	39392.14		39392.14	1	Admin Jobs	"Details Reference number 403124 Salary ï¿½ï¿½36,530 A Civil Service Pension with an employer contribution of 28.97% GBP Job grade Higher Executive Officer Contract type Permanent Business area MOD - Navy Type of role Analytical Working pattern Flexible working, Full-time, Job share, Part-time, Compressed hours Number of jobs available 3 Contents Location About the job Benefits Things you need to know Apply and further information Location Portsmouth About the job Job summary The Royal Navy is respo"	2025-05-17T16:14:51Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203615697?utm_medium=api&utm_source=25f3af84
GB	Senior Analytics Engineer - Platform	Wise	"London, UK"	69371.28	69371.28		69371.28	1	IT Jobs	"About the role Our team: the Analytics Platform team, on the Data Squad For our customers, using Wise is as simple as sending money from A to B. Yet behind our app and website is a complex engine of currencies, routes, products and features, generating terabytes of data each day. The Data services offered by the Data Squad is at the core of systems that store, process and leverage this data, ultimately providing real time decision making capabilities that serve as one of many drivers for busineï¿½"	2025-05-17T16:14:50Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203615659?utm_medium=api&utm_source=25f3af84
GB	Senior Product Data Analyst	Aurora Energy Research	"Wytham, Oxford"	48307.04	48307.04		48307.04	1	IT Jobs	"Auroraï¿½ï¿½ï¿½s Software Solutions team is building the global investment analytics platform for the energy transition. It is a seamlessly integrated suite of software products allowing our users to value and benchmark any asset or portfolio, under any business model and market scenario, anywhere in the world. Widely adopted by leading energy companies and investors, the platform changes the way that energy market analytics is performed and delivered. Based in Oxford, you will contribute to develop"	2025-05-17T16:14:50Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203615695?utm_medium=api&utm_source=25f3af84
GB	Treasury Manager - FX	Wise	"London, UK"	44058.5	44058.5		44058.5	1	Accounting & Finance Jobs	Weï¿½ï¿½ï¿½re looking for an experienced Treasury Manager to join our Treasury team in London. This role offers a unique growth opportunity in our Treasury Markets team with the ability to have a direct impact on Wise's mission ï¿½ï¿½ï¿½ Money without Borders Your mission: Wise has already pioneered new ways for people to transfer money across borders and currencies. Our customers can also manage their hard-earned money with the worldï¿½ï¿½ï¿½s first platform to offer true multi-currency banking . Your 	2025-05-17T16:14:50Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203615645?utm_medium=api&utm_source=25f3af84
GB	Senior Data Scientist	Lumentum	"Easton Neston, Towcester"	44360.92	44360.92		44360.92	1	IT Jobs	"locations United Kingdom - Towcester Northamptonshire time type Full time posted on Posted 3 Days Ago job requisition id 2025575 It's fun to work in a company where people truly BELIEVE in what they're doing! We're committed to bringing passion and customer focus to the business. If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us! We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of daï¿½"	2025-05-17T16:14:50Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203615689?utm_medium=api&utm_source=25f3af84
GB	Engineering Lead - Stream Processing	Wise	"London, UK"	62700.07	62700.07		62700.07	1	IT Jobs	"About the role We are looking for a technical lead with a background in stream processing technologies. Our Stream Processing team is part of the Data Squad. We provide the tooling and infrastructure that allows Wise to process transfers in real time. Our stream processing platform enables services to do calculations and make decisions in milliseconds, powering our validation, fraud detection and anti money laundering checks. We also provide the services responsible for data movement into our dï¿½"	2025-05-17T16:14:50Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203615690?utm_medium=api&utm_source=25f3af84
GB	Lead Product Analyst	Wise	"London, UK"	48666.61	48666.61		48666.61	1	IT Jobs	"THE ROLE Weï¿½ï¿½ï¿½re looking for a Lead Data Analyst (Individual Contributor) to join the Spend Squad. The Spend Squad enables our customers to spend from their Wise accounts in a sustainable manner, ensuring that weï¿½ï¿½ï¿½re able to grow our product in-line with our squad-level KPIs. The Wise Card was first launched in Europe in 2018, allowing customers to spend internationally at the mid-market rate, with only a low, upfront conversion fee. Since then, weï¿½ï¿½ï¿½ve expanded to over 50 countries a"	2025-05-17T16:14:50Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203615655?utm_medium=api&utm_source=25f3af84
GB	Enterprise Data Steward	RELX INC	"London, UK"	39904.03	39904.03		39904.03	1	IT Jobs	"About our Team The Enterprise Data & Analytics team's mission is to mature our data culture and estate, making it faster and easier to publish and use data with trust. We provide applications to manage and govern Elsevier data assets, solutions to manage master and reference data, and analytical capabilities delivering valuable business insights. Because informed decisions lead to better outcomes. About the Role The Enterprise Data Steward sits within the Enterprise Data & Analytics team under ï¿½"	2025-05-17T15:02:57Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203580677?utm_medium=api&utm_source=25f3af84
GB	Enterprise Data Steward	RELX INC	"Oxford, Oxfordshire"	37135.63	37135.63		37135.63	1	IT Jobs	"About our Team The Enterprise Data & Analytics team's mission is to mature our data culture and estate, making it faster and easier to publish and use data with trust. We provide applications to manage and govern Elsevier data assets, solutions to manage master and reference data, and analytical capabilities delivering valuable business insights. Because informed decisions lead to better outcomes. About the Role The Enterprise Data Steward sits within the Enterprise Data & Analytics team under ï¿½"	2025-05-17T15:02:57Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203580682?utm_medium=api&utm_source=25f3af84
GB	Senior Analytics Engineer	MongoDB	"London, UK"	64335.02	64335.02		64335.02	1	IT Jobs	"MongoDB's mission is to empower innovators to create, transform, and disrupt industries by unleashing the power of software and data. We enable organizations of all sizes to easily build, scale, and run modern applications by helping them modernize legacy workloads, embrace innovation, and unleash AI. Our industry-leading developer data platform, MongoDB Atlas, is the only globally distributed, multi-cloud database and is available in more than 115 regions across AWS, Google Cloud, and Microsofï¿½"	2025-05-17T15:02:48Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203580615?utm_medium=api&utm_source=25f3af84
GB	Senior Data Privacy Analyst	IGT	"Salford, Greater Manchester"	52762.41	52762.41		52762.41	1	IT Jobs	"Senior Data Privacy Analyst Location: Salford, GB, M5 3EA Requisition ID: 17166 IGT (NYSE:IGT) is a global leader in gaming. We deliver entertaining and responsible gaming experiences for players across all channels and regulated segments, from Lotteries and Gaming Machines to Sports Betting and Digital. Leveraging a wealth of compelling content, substantial investment in innovation, player insights, operational expertise, and leading-edge technology, our solutions deliver unrivaled gaming expeï¿½"	2025-05-17T15:02:43Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203580573?utm_medium=api&utm_source=25f3af84
GB	Degree Apprenticeship - Digital and Technology Solutions Professional (Data Analyst)	Cummins Inc.	"Darlington, County Durham"	32115.32	32115.32		32115.32	1	IT Jobs	"DESCRIPTION We are looking for an enthusiastic Digital and Technology Solutions Professional to join our team specializing in Data Analysis for our Powertrain Engineering Europe in Darlington, United Kingdom. During your apprenticeship with us, you will learn how a major global organization operates, gaining the tools and exposure you will need to become an expert in the industry and power your potential! Summary of the course: The Digital and Technology Solutions Professional - Data Analyst Apï¿½"	2025-05-17T15:02:24Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203580488?utm_medium=api&utm_source=25f3af84
GB	Bloomberg Economics - Country Risk Data Analyst (12 Months Contract)	Bloomberg	"London, UK"	54437.37	54437.37		54437.37	1	Accounting & Finance Jobs	"With close to 50 economists and 200 economics and government reporters worldwide, Bloomberg has an outstanding capacity to explain where the world is economically and politically, where it might be heading, and the ways in which geopolitical and economic forces interact. Bloomberg Economics already offers a comprehensive macroeconomic research service for Terminal subscribers. That includes detailed forecasts, supported by thorough and original thematic research. We are seeking a data analyst tï¿½"	2025-05-17T15:02:14Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203580415?utm_medium=api&utm_source=25f3af84
GB	"Business Analyst, QTS Team"	Amazon	"London, UK"	49773.93	49773.93		49773.93	1	IT Jobs	"Description We are seeking a highly analytical and strategic Business Analyst to join our dynamic team. This role is crucial in driving key analysis and supporting our QTS (Quality Technology Solutions) team. The successful candidate will play a pivotal role in managing the performance of our high-growth business through data-driven insights and recommendations. Key job responsibilities - Analyze complex data sets to identify trends, patterns, and anomalies. - Develop and maintain dashboards anï¿½"	2025-05-17T15:02:06Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203580392?utm_medium=api&utm_source=25f3af84
GB	Graduate Business Intelligence Analyst	iPipeline Inc	"Cheltenham Trade Park, Cheltenham"	20523.19	20523.19		20523.19	1	Graduate Jobs	"As a global market leader, iPipeline combines technology, innovation, and expertise to deliver ground-breaking, award-winning software solutions that transform the life insurance, financial services, and protection industries. With one of the industryï¿½ï¿½ï¿½s largest data sets, we help advisors/advisers and agents to transform paper and manual operations into a secure, seamless digital experience ï¿½ï¿½ï¿½ from proposal to commissionï¿½ï¿½ï¿½ so they can help better secure the financial futures of the"	2025-05-17T14:57:27Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203579471?utm_medium=api&utm_source=25f3af84
GB	Data Engineering Associate	Aviva	"London, UK"	40925.35	40925.35		40925.35	1	IT Jobs	"Data Engineering Associate Salary: ï¿½ï¿½40,000 Are you ready to be part of our high-profile Life Data Engineering Team? We are seeking an enthusiastic Data Engineering Associate to join our innovative team at Aviva, helping shape the future of the life insurance business. You will use SQL and Python-based tools like DBT and Snowflake to transform raw data from multiple systems into business-focused information. This data will be used for a range of purposes, from Data Science and Informational Das"	2025-05-17T12:35:55Z	Onsite	https://www.adzuna.co.uk/jobs/land/ad/5203433635?se=6n4cB7A18BG7RWOSH3cHCQ&utm_medium=api&utm_source=25f3af84&v=323265E244CDCCE6355231441B9029F14A879A31
GB	Digital Performance Analyst	Department for Work and Pensions	"Newcastle Upon Tyne, Tyne & Wear"	36215.07	36215.07		36215.07	1	IT Jobs	"Length of employment: Job Summary: At DWP Digital, we design and develop digital user-friendly digital services that enable millions of people to access the help, advice, and financial support they need. Almost everyone in the UK relies on our digital services at some point in their lives. Our digital performance analyst community works across DWP to gain insight on how our services are used and how well our systems perform. Join us within DWP's Health Data and Analytics Team to make a differenï¿½"	2025-05-17T12:22:45Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203424439?utm_medium=api&utm_source=25f3af84
GB	Digital Performance Analyst	Department for Work and Pensions	"Blackpool, Lancashire"	36629.73	36629.73		36629.73	1	IT Jobs	"Length of employment: Job Summary: At DWP Digital, we design and develop digital user-friendly digital services that enable millions of people to access the help, advice, and financial support they need. Almost everyone in the UK relies on our digital services at some point in their lives. Our digital performance analyst community works across DWP to gain insight on how our services are used and how well our systems perform. Join us within DWP's Health Data and Analytics Team to make a differenï¿½"	2025-05-17T12:22:45Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203424430?utm_medium=api&utm_source=25f3af84
GB	Digital Performance Analyst	Department for Work and Pensions	"Leeds, West Yorkshire"	36866.08	36866.08		36866.08	1	IT Jobs	"Length of employment: Job Summary: At DWP Digital, we design and develop digital user-friendly digital services that enable millions of people to access the help, advice, and financial support they need. Almost everyone in the UK relies on our digital services at some point in their lives. Our digital performance analyst community works across DWP to gain insight on how our services are used and how well our systems perform. Join us within DWP's Health Data and Analytics Team to make a differenï¿½"	2025-05-17T12:22:45Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203424423?utm_medium=api&utm_source=25f3af84
GB	Digital Performance Analyst	Department for Work and Pensions	"Birmingham, West Midlands"	38231.3	38231.3		38231.3	1	IT Jobs	"Length of employment: Job Summary: At DWP Digital, we design and develop digital user-friendly digital services that enable millions of people to access the help, advice, and financial support they need. Almost everyone in the UK relies on our digital services at some point in their lives. Our digital performance analyst community works across DWP to gain insight on how our services are used and how well our systems perform. Join us within DWP's Health Data and Analytics Team to make a differenï¿½"	2025-05-17T12:22:45Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203424440?utm_medium=api&utm_source=25f3af84
GB	Digital Performance Analyst	Department for Work and Pensions	"Manchester, Greater Manchester"	37048.93	37048.93		37048.93	1	IT Jobs	"Length of employment: Job Summary: At DWP Digital, we design and develop digital user-friendly digital services that enable millions of people to access the help, advice, and financial support they need. Almost everyone in the UK relies on our digital services at some point in their lives. Our digital performance analyst community works across DWP to gain insight on how our services are used and how well our systems perform. Join us within DWP's Health Data and Analytics Team to make a differenï¿½"	2025-05-17T12:22:45Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203424427?utm_medium=api&utm_source=25f3af84
GB	Digital Performance Analyst	DWP Digital	"Birmingham, West Midlands"	50000	50000		50000	0	IT Jobs	"Digital Performance Analyst Pay up to ï¿½ï¿½50,296, plus 28.97% employer pension contributions, hybrid working, flexible hours, and great work life balance. DWP. Digital with Purpose. We are looking for Digital Performance Analyst to join DWP's Health Data and Analytics Team. Helping DWP generate data and analytics products to support the health transformation programme. Our DWP Digital teams use fresh ideas and leading-edge tech to build and maintain digital solutions that will be used by nearly e"	2025-05-17T11:52:27Z	Hybrid	https://www.adzuna.co.uk/jobs/land/ad/5203398738?se=6n4cB7A18BG7RWOSH3cHCQ&utm_medium=api&utm_source=25f3af84&v=803090CE6C1F9BF124612F1C4D57E3147585D84E
GB	Senior Business Analyst - Data Warehouse - Asset Management	HAYS	"South East London, London"	85000	85000		85000	0	IT Jobs	"Your new company A boutique asset management organisation whospecialise in investing in charities and public sector organisations. They pride themselves ongoing beyond the boundaries of traditional investor engagement and work with the industry to address systematic risks that threaten communities, the environment and ultimately investment markets. They are passionate about ensuring that all of their investments are ESG-friendly and avoid investing in companies that have ESG risk. This helps usï¿½"	2025-05-17T11:22:17Z	Onsite	https://www.adzuna.co.uk/jobs/land/ad/5203376698?se=6n4cB7A18BG7RWOSH3cHCQ&utm_medium=api&utm_source=25f3af84&v=D07BB0E9997E102A61C1BAA92810D7BF5803365B
GB	Data Support & Tech Author	Manpower	"Bridgwater, Somerset"	0	54600		54600	0	IT Jobs	"Data Support & Tech Author Shift Times: Flexible working available - 37 HPW Pay Rate: ï¿½ï¿½210 - per day Location: Bridgwater, TA5 1UD Job Purpose / Overview An opportunity has arisen for a Data Clerk to join the Maintenance Team within the site Comm-Ops Directorate. Based at Hinkley Point C you will be part of an expanding multidiscipline team responsible for planning and executing maintenance on equipment that will be required to build, commission and operate Hinkley Point C Power Station. The r"	2025-05-17T11:19:24Z	Onsite	https://www.adzuna.co.uk/jobs/land/ad/5203372783?se=6n4cB7A18BG7RWOSH3cHCQ&utm_medium=api&utm_source=25f3af84&v=C10BE07CCC62A168F02B245838C80D937763D687
GB	Principal Data Analytics Software Developer	Talent Solutions Staffing UK	"Bristol, South West England"	70000	70000		70000	0	IT Jobs	"As a Principal Data Analytics Software Developer, you'll have a role that's out of the ordinary. This is an exciting opportunity exists for a highly capable and driven data analyst with practical experience developing and operating innovative and ambitious analytic solutions for demanding and complex business requirements. Day-to-day, you'll provide a unique service for planning and analysing the UK submarine support programme. Specifically, you will be accountable for interfacing with senior cï¿½"	2025-05-17T11:19:23Z	Onsite	https://www.adzuna.co.uk/jobs/land/ad/5203372745?se=6n4cB7A18BG7RWOSH3cHCQ&utm_medium=api&utm_source=25f3af84&v=D19606BD55567757246DB3C790D35564ADD41F41
GB	PowerBI Data Analyst	Essential Employment	"Camden, North West London"	101857	101857		101857	0	IT Jobs	"PowerBI Data Analyst needed in Camden The rate is ï¿½ï¿½48.97ph PAYE This is a temporary role The reference number is: RQ1525110 The successful candidate will help tackle the climate emergency and to prevent rubbish going to landfill, we are building the greenest Energy Recovery Facility in the country and modern recycling facilities at the Edmonton EcoPark, through the North London Heat and Power Project. If you are interested in the role please apply on our website with your CV, alternatively you"	2025-05-17T10:06:29Z	Onsite	https://www.adzuna.co.uk/jobs/details/5203199777?utm_medium=api&utm_source=25f3af84
